universe_index,family,taxon,iucn_problem_state,fresh_iucn_threat_reference_present,resolution,checked_at,powo_state,powo_matched_canonical,powo_scientific_name,powo_authorship,powo_taxonomic_status,powo_accepted_name,powo_accepted_id,powo_taxon_id,powo_source_sha256,powo_error,wfo_state,wfo_matched_canonical,wfo_scientific_name,wfo_authorship,wfo_taxonomic_status,wfo_accepted_name,wfo_accepted_id,wfo_taxon_id,wfo_source_sha256,wfo_error,anthos_state,anthos_matched_canonical,anthos_scientific_name,anthos_authorship,anthos_taxonomic_status,anthos_accepted_name,anthos_accepted_id,anthos_taxon_id,anthos_source_sha256,anthos_error
26,RANUNCULACEAE,Adonis aestivalis subsp. squarrosa,NO_EXACT_MATCH,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532320+00:00,EXACT_CANONICAL_FOUND,Adonis aestivalis subsp. squarrosa,Adonis aestivalis subsp. squarrosa,(Steven) Nyman,Accepted,,2623050,2623050,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Adonis aestivalis subsp. squarrosa,Adonis aestivalis subsp. squarrosa,(Steven) Nyman,Accepted,,,wfo-0000521118,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Adonis aestivalis subsp. squarrosa,Adonis aestivalis subsp. squarrosa (Steven) Nyman,(Steven) Nyman,,,,FUND. BIODIVERSIDAD:ANTHOS:55078,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
38,BRASSICACEAE,Aethionema marginatum,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532334+00:00,EXACT_CANONICAL_FOUND,Aethionema marginatum,Aethionema marginatum,(Lapeyr.) Pau,Synonym,,2624745,2624713,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Aethionema marginatum,Aethionema marginatum,(Lapeyr.) Pau,Synonym,,wfo-0000522523,wfo-0000522488,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Aethionema marginatum,Aethionema marginatum (Lapeyr.) Montemurro in Castrov. & al. (eds.),(Lapeyr.) Montemurro in Castrov. & al. (eds.),,,,FUND. BIODIVERSIDAD:ANTHOS:845445,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
39,BRASSICACEAE,Aethionema monospermum,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532349+00:00,EXACT_CANONICAL_FOUND,Aethionema monospermum,Aethionema monospermum,W.T.Aiton,Synonym,,2624745,2624716,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Aethionema monospermum,Aethionema monospermum,W.T.Aiton,Synonym,,wfo-0000522523,wfo-0000522491,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Aethionema monospermum,Aethionema monospermum R. Br. in W.T. Aiton,R. Br. in W.T. Aiton,,,,FUND. BIODIVERSIDAD:ANTHOS:109922,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
41,BRASSICACEAE,Aethionema saxatile subsp. ovalifolium,NO_EXACT_MATCH,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532364+00:00,EXACT_CANONICAL_FOUND,Aethionema saxatile subsp. ovalifolium,Aethionema saxatile subsp. ovalifolium,(DC.) Nyman,Accepted,,2624745,2624745,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Aethionema saxatile subsp. ovalifolium,Aethionema saxatile subsp. ovalifolium,(DC.) Nyman,Accepted,,,wfo-0000522523,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
42,BRASSICACEAE,Aethionema thomasianum,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532378+00:00,EXACT_CANONICAL_FOUND,Aethionema thomasianum,Aethionema thomasianum,J.Gay,Accepted,,2624767,2624767,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Aethionema thomasianum,Aethionema thomasianum,J.Gay,Accepted,,,wfo-0000522546,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Aethionema thomasianum,Aethionema thomasianum J. Gay,J. Gay,,,,FUND. BIODIVERSIDAD:ANTHOS:1406971,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
44,POACEAE,Agropyron cristatum subsp. pectinatum,NO_EXACT_MATCH,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532394+00:00,EXACT_CANONICAL_FOUND,Agropyron cristatum subsp. pectinatum,Agropyron cristatum subsp. pectinatum,(M.Bieb.) Tzvelev,Synonym,,388313,388336,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Agropyron cristatum subsp. pectinatum,Agropyron cristatum subsp. pectinatum,(M.Bieb.) Tzvelev,Synonym,,wfo-0000842335,wfo-0000842358,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Agropyron cristatum subsp. pectinatum,Agropyron cristatum subsp. pectinatum (M. Bieb.) Tzvelev,(M. Bieb.) Tzvelev,,,,FUND. BIODIVERSIDAD:ANTHOS:1021583,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
46,POACEAE,Agrostis alpina,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532408+00:00,EXACT_CANONICAL_FOUND,Agrostis alpina,Agrostis alpina,Scop.,Synonym,,540022,389160,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Agrostis alpina,Agrostis alpina,Scop.,Synonym,,wfo-1000020942,wfo-0000843197,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Agrostis alpina,Agrostis alpina Scop.,Scop.,,,,FUND. BIODIVERSIDAD:ANTHOS:41367,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
50,POACEAE,Agrostis curtisii,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532423+00:00,EXACT_CANONICAL_FOUND,Agrostis curtisii,Agrostis curtisii,Kerguélen,Synonym,,540028,389458,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Agrostis curtisii,Agrostis curtisii,Kerguélen,Synonym,,wfo-1000020945,wfo-0000843505,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Agrostis curtisii,Agrostis curtisii Kerguélen,Kerguélen,,,,FUND. BIODIVERSIDAD:ANTHOS:1124762,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
51,POACEAE,Agrostis delicatula,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532437+00:00,EXACT_CANONICAL_FOUND,Agrostis delicatula,Agrostis delicatula,Pourr. ex Paunero,Illegitimate,,544947,544946,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Agrostis delicatula,Agrostis delicatula,Pourr. ex Lapeyr.,Synonym,,wfo-0000841757,wfo-0000843525,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Agrostis delicatula,Agrostis delicatula Pourr. ex Lapeyr.,Pourr. ex Lapeyr.,,,,FUND. BIODIVERSIDAD:ANTHOS:1124737,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
56,POACEAE,Aira praecox,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532450+00:00,EXACT_CANONICAL_FOUND,Aira praecox,Aira praecox,L.,Accepted,,391043,391043,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Aira praecox,Aira praecox,L.,Accepted,,,wfo-0000845169,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Aira praecox,Aira praecox L.,L.,,,,FUND. BIODIVERSIDAD:ANTHOS:1124487,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
58,AIZOACEAE,Aizoon hispanicum,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532466+00:00,EXACT_CANONICAL_FOUND,Aizoon hispanicum,Aizoon hispanicum,L.,Synonym,,3014125,2627034,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Aizoon hispanicum,Aizoon hispanicum,L.,Synonym,,wfo-0001434986,wfo-0000524816,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Aizoon hispanicum,Aizoon hispanicum L.,L.,,,,FUND. BIODIVERSIDAD:ANTHOS:855947,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
62,MALVACEAE,Alcea rosea,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532481+00:00,EXACT_CANONICAL_FOUND,Alcea rosea,Alcea rosea,L.,Accepted,,2627710,2627710,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Alcea rosea,Alcea rosea,L.,Accepted,,,wfo-0000525183,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Alcea rosea,Alcea rosea L.,L.,,,,FUND. BIODIVERSIDAD:ANTHOS:48553,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
63,ROSACEAE,Alchemilla alpigena,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532497+00:00,EXACT_CANONICAL_FOUND,Alchemilla alpigena,Alchemilla alpigena,Buser,Accepted,,2938925,2938925,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Alchemilla alpigena,Alchemilla alpigena,Buser,Accepted,,,wfo-0000984393,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Alchemilla alpigena,Alchemilla alpigena Buser ex Hegi,Buser ex Hegi,,,,FUND. BIODIVERSIDAD:ANTHOS:1019757,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
64,ROSACEAE,Alchemilla alpina,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532511+00:00,EXACT_CANONICAL_FOUND,Alchemilla alpina,Alchemilla alpina,L.,Accepted,,2938928,2938928,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Alchemilla alpina,Alchemilla alpina,L.,Accepted,,,wfo-0000998050,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Alchemilla alpina,Alchemilla alpina L.,L.,,,,FUND. BIODIVERSIDAD:ANTHOS:39373,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
65,ROSACEAE,Alchemilla basaltica,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532526+00:00,EXACT_CANONICAL_FOUND,Alchemilla basaltica,Alchemilla basaltica,Buser,Invalid,,2940715,2938914,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Alchemilla basaltica,Alchemilla basaltica,Buser,Synonym,,wfo-0001018382,wfo-0001018521,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
66,ROSACEAE,Alchemilla colorata,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532541+00:00,EXACT_CANONICAL_FOUND,Alchemilla colorata,Alchemilla colorata,Buser,Accepted,,2939140,2939140,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Alchemilla colorata,Alchemilla colorata,Buser ex Mela,Unchecked,,,wfo-0001006979,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Alchemilla colorata,Alchemilla colorata Buser,Buser,,,,FUND. BIODIVERSIDAD:ANTHOS:39780,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
67,ROSACEAE,Alchemilla coriacea,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532556+00:00,EXACT_CANONICAL_FOUND,Alchemilla coriacea,Alchemilla coriacea,Buser,Accepted,,2939166,2939166,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Alchemilla coriacea,Alchemilla coriacea,Buser,Accepted,,,wfo-0001018591,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Alchemilla coriacea,Alchemilla coriacea Buser,Buser,,,,FUND. BIODIVERSIDAD:ANTHOS:39783,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
68,ROSACEAE,Alchemilla filicaulis,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532570+00:00,EXACT_CANONICAL_FOUND,Alchemilla filicaulis,Alchemilla filicaulis,Buser,Accepted,,2939303,2939303,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Alchemilla filicaulis,Alchemilla filicaulis,Buser,Accepted,,,wfo-0000983182,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Alchemilla filicaulis,Alchemilla filicaulis Buser,Buser,,,,FUND. BIODIVERSIDAD:ANTHOS:885191,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
69,ROSACEAE,Alchemilla filicaulis var. vestita,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532587+00:00,EXACT_CANONICAL_FOUND,Alchemilla filicaulis var. vestita,Alchemilla filicaulis var. vestita,(Buser) H.J.Coste,Synonym,,2939303,2999611,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Alchemilla filicaulis var. vestita,Alchemilla filicaulis var. vestita,(Buser) H.J.Coste,Synonym,,wfo-0000983182,wfo-0001381351,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
71,ROSACEAE,Alchemilla plicatula,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532601+00:00,EXACT_CANONICAL_FOUND,Alchemilla plicatula,Alchemilla plicatula,Gand.,Accepted,,2940064,2940064,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Alchemilla plicatula,Alchemilla plicatula,Gand.,Accepted,,,wfo-0000983284,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
72,ROSACEAE,Alchemilla polatschekiana,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532616+00:00,EXACT_CANONICAL_FOUND,Alchemilla polatschekiana,Alchemilla polatschekiana,S.E.Fröhner,Accepted,,2940076,2940076,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Alchemilla polatschekiana,Alchemilla polatschekiana,S.E.Fröhner,Accepted,,,wfo-0000997480,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Alchemilla polatschekiana,Alchemilla polatschekiana S.E. Fröhner,S.E. Fröhner,,,,FUND. BIODIVERSIDAD:ANTHOS:1129182,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
73,ROSACEAE,Alchemilla santanderiensis,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532631+00:00,EXACT_CANONICAL_FOUND,Alchemilla santanderiensis,Alchemilla santanderiensis,S.E.Fröhner,Accepted,,2940531,2940531,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Alchemilla santanderiensis,Alchemilla santanderiensis,S.E.Fröhner,Accepted,,,wfo-0001005898,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Alchemilla santanderiensis,Alchemilla santanderiensis S.E. Fröhner,S.E. Fröhner,,,,FUND. BIODIVERSIDAD:ANTHOS:1371365,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
74,ROSACEAE,Alchemilla saxatilis,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532647+00:00,EXACT_CANONICAL_FOUND,Alchemilla saxatilis,Alchemilla saxatilis,Buser,Accepted,,2940537,2940537,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Alchemilla saxatilis,Alchemilla saxatilis,Buser,Accepted,,,wfo-0001018948,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Alchemilla saxatilis,Alchemilla saxatilis Buser,Buser,,,,FUND. BIODIVERSIDAD:ANTHOS:39367,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
75,ROSACEAE,Alchemilla saxetana,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532656+00:00,EXACT_CANONICAL_FOUND,Alchemilla saxetana,Alchemilla saxetana,Buser,Accepted,,2940542,2940542,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Alchemilla saxetana,Alchemilla saxetana,Aedo ex S.E.Fröhner,Synonym,,wfo-0001018382,wfo-0001007732,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
76,ROSACEAE,Alchemilla spectabilior,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532672+00:00,EXACT_CANONICAL_FOUND,Alchemilla spectabilior,Alchemilla spectabilior,S.E.Fröhner,Accepted,,2939749,2939749,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Alchemilla spectabilior,Alchemilla spectabilior,S.E.Fröhner,Accepted,,,wfo-0001005865,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Alchemilla spectabilior,Alchemilla spectabilior S.E. Fröhner,S.E. Fröhner,,,,FUND. BIODIVERSIDAD:ANTHOS:1168152,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
78,ROSACEAE,Alchemilla tenuis,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532683+00:00,EXACT_CANONICAL_FOUND,Alchemilla tenuis,Alchemilla tenuis,Buser,Accepted,,2940707,2940707,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Alchemilla tenuis,Alchemilla tenuis,Buser,Accepted,,,wfo-0001018444,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Alchemilla tenuis,Alchemilla tenuis Buser,Buser,,,,FUND. BIODIVERSIDAD:ANTHOS:941843,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
79,ROSACEAE,Alchemilla transiens,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532694+00:00,EXACT_CANONICAL_FOUND,Alchemilla transiens,Alchemilla transiens,(Hayek) Pawł.,Synonym,,2939023,2940716,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Alchemilla transiens,Alchemilla transiens,(Hayek) Pawł.,Synonym,,wfo-0001018942,wfo-0001002488,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Alchemilla transiens,Alchemilla transiens (Buser) Buser in Dörfl.,(Buser) Buser in Dörfl.,,,,FUND. BIODIVERSIDAD:ANTHOS:87826,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
80,ROSACEAE,Alchemilla vetteri,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532706+00:00,EXACT_CANONICAL_FOUND,Alchemilla vetteri,Alchemilla vetteri,Buser,Accepted,,2940772,2940772,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Alchemilla vetteri,Alchemilla vetteri,Buser,Accepted,,,wfo-0001014775,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Alchemilla vetteri,Alchemilla vetteri Buser in C. Bicknell,Buser in C. Bicknell,,,,FUND. BIODIVERSIDAD:ANTHOS:1349818,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
86,AMARYLLIDACEAE,Allium guttatum subsp. sardoum,NO_EXACT_MATCH,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532719+00:00,EXACT_CANONICAL_FOUND,Allium guttatum subsp. sardoum,Allium guttatum subsp. sardoum,(Moris) Stearn,Synonym,,296498,295683,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Allium guttatum subsp. sardoum,Allium guttatum subsp. sardoum,(Moris) Stearn,Accepted,,,wfo-0000756371,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Allium guttatum subsp. sardoum,Allium guttatum subsp. sardoum (Moris) Stearn,(Moris) Stearn,,,,FUND. BIODIVERSIDAD:ANTHOS:46065,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
87,AMARYLLIDACEAE,Allium lusitanicum,NO_API_TAXON,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532729+00:00,EXACT_CANONICAL_FOUND,Allium lusitanicum,Allium lusitanicum,Redouté,Misapplied,,295009,295935,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Allium lusitanicum,Allium lusitanicum,Lam.,Accepted,,,wfo-0000756644,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Allium lusitanicum,Allium lusitanicum Lam.,Lam.,,,,FUND. BIODIVERSIDAD:ANTHOS:35349,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
89,AMARYLLIDACEAE,Allium oleraceum var. oleraceum,NO_EXACT_MATCH,False,NO_RESPONSE_ALL_THREE,2026-08-19T17:29:43.532741+00:00,EXACT_CANONICAL_NOT_FOUND,,,,,,,,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
92,AMARYLLIDACEAE,Allium schoenoprassum,NO_API_TAXON,False,NO_RESPONSE_ALL_THREE,2026-08-19T17:29:43.532750+00:00,EXACT_CANONICAL_NOT_FOUND,,,,,,,,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_NOT_FOUND,,,,,,,,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
94,AMARYLLIDACEAE,Allium scorodoprasum subsp. rotundum,NO_EXACT_MATCH,False,KEEP_TAXONIC_RESPONSE,2026-08-19T17:29:43.532762+00:00,EXACT_CANONICAL_FOUND,Allium scorodoprasum subsp. rotundum,Allium scorodoprasum subsp. rotundum,(L.) Stearn,Synonym,,296437,296559,6ff1e084d7e1de5bce526a9952c96fbb0f13b4f2c615b0fc30c055f88bfb5483,,EXACT_CANONICAL_FOUND,Allium scorodoprasum subsp. rotundum,Allium scorodoprasum subsp. rotundum,(L.) Stearn,Synonym,,wfo-0000757183,wfo-0000757312,ccfc7e3ca85c8b80aa96eb52d4e50e07e1811d28916b544280d8a4f1a043ba72,,EXACT_CANONICAL_FOUND,Allium scorodoprasum subsp. rotundum,Allium scorodoprasum subsp. rotundum (L.) Stearn,(L.) Stearn,,,,FUND. BIODIVERSIDAD:ANTHOS:45753,e6e19630a9415359fba90888864d17313873a984ac79a3677c1d62aac943f991,
