universe_index,family,taxon,issue,detail
839,POACEAE,Elymus pungens,NO_API_TAXON,
840,POACEAE,Elymus repens subsp. repens,NO_API_TAXON,
842,POACEAE,Elytrigia curvifolia,NO_API_TAXON,
843,POACEAE,Elytrigia intermedia subsp. intermedia,NO_EXACT_TAXON_MATCH,
844,POACEAE,Elytrigia pungens subsp. pungens,NO_API_TAXON,
845,POACEAE,Elytrigia repens subsp. repens,NO_EXACT_TAXON_MATCH,
846,APIACEAE,Endressia castellana,NO_API_TAXON,
849,EPHEDRACEAE,Ephedra fragilis subsp. fragilis,NO_EXACT_TAXON_MATCH,
850,EPHEDRACEAE,Ephedra major,NO_API_TAXON,
854,ONAGRACEAE,Epilobium duriaei,NO_API_TAXON,
862,ONAGRACEAE,Epilobium tetragonum subsp. tournefortii,NO_EXACT_TAXON_MATCH,
864,ORCHIDACEAE,Epipactis bugacensis,NO_API_TAXON,
866,ORCHIDACEAE,Epipactis hispanica,NO_API_TAXON,
870,ORCHIDACEAE,Epipactis parviflora,NO_API_TAXON,
871,ORCHIDACEAE,Epipactis phyllantes,NO_API_TAXON,
873,ORCHIDACEAE,Epipactis tremolsii,NO_API_TAXON,
881,EQUISETACEAE,Equisetum x litorale,UNPARSABLE_NAME,
882,EQUISETACEAE,Equisetum x moorei,UNPARSABLE_NAME,
889,ERICACEAE,Erica scoparia subsp. scoparia,NO_EXACT_TAXON_MATCH,
892,ASTERACEAE,Erigeron acer subsp. acer,NO_API_TAXON,
897,FABACEAE,Erinacea anthyllis,NO_API_TAXON,
898,PLANTAGINACEAE,Erinus alpinus,NO_API_TAXON,
901,GERANIACEAE,Erodium carvifolium,NO_API_TAXON,
902,GERANIACEAE,Erodium castellanum,NO_API_TAXON,
905,GERANIACEAE,Erodium daucoides,NO_API_TAXON,
906,GERANIACEAE,Erodium glandulosum,NO_API_TAXON,
909,BRASSICACEAE,Erophila verna,NO_API_TAXON,
911,BRASSICACEAE,Erucastrum nasturtiifolium,NO_API_TAXON,
912,BRASSICACEAE,Erucastrum nasturtiifolium subsp. sudrei,NO_API_TAXON,
916,BRASSICACEAE,Erysimum gorbeanum,NO_API_TAXON,
917,BRASSICACEAE,Erysimum incanum subsp. mairei,NO_API_TAXON,
918,BRASSICACEAE,Erysimum incanum subsp. matritense,NO_API_TAXON,
919,BRASSICACEAE,Erysimum mediohispanicum,NO_API_TAXON,
925,EUPHORBIACEAE,Euphorbia angulata,NO_API_TAXON,
927,EUPHORBIACEAE,Euphorbia dulcis,NO_API_TAXON,
931,EUPHORBIACEAE,Euphorbia falcata subsp. falcata,NO_EXACT_TAXON_MATCH,
932,EUPHORBIACEAE,Euphorbia flavicoma subsp. occidentalis,NO_API_TAXON,
934,EUPHORBIACEAE,Euphorbia helioscopin subsp. helioscopioides,NO_API_TAXON,
936,EUPHORBIACEAE,Euphorbia hyberna,NO_API_TAXON,
937,EUPHORBIACEAE,Euphorbia minuta,NO_API_TAXON,
938,EUPHORBIACEAE,Euphorbia nevadensis subsp. aragonensis,NO_EXACT_TAXON_MATCH,
939,EUPHORBIACEAE,Euphorbia nevadensis subsp. bolosii,NO_EXACT_TAXON_MATCH,
940,EUPHORBIACEAE,Euphorbia nicaeensis,NO_API_TAXON,
944,EUPHORBIACEAE,Euphorbia serrata,NO_API_TAXON,
945,EUPHORBIACEAE,Euphorbia sulcata,NO_API_TAXON,
946,OROBANCHACEAE,Euphrasia hirtella,NO_API_TAXON,
948,OROBANCHACEAE,Euphrasia officinalis subsp. rostkovina,NO_EXACT_TAXON_MATCH,
949,OROBANCHACEAE,Euphrasia pectinata,NO_API_TAXON,
958,APIACEAE,Ferula communis subsp. catalaunica,NO_EXACT_TAXON_MATCH,
959,POACEAE,Festuca altissima,NO_API_TAXON,
961,POACEAE,Festuca arundinacea,NO_API_TAXON,
962,POACEAE,Festuca arundinacea subsp. fenas,NO_API_TAXON,
963,POACEAE,Festuca carpetana,NO_API_TAXON,
964,POACEAE,Festuca durandoi subsp. livida,NO_EXACT_TAXON_MATCH,
965,POACEAE,Festuca gautieri,NO_API_TAXON,
966,POACEAE,Festuca gigantea,NO_API_TAXON,
967,POACEAE,Festuca gracilior,NO_API_TAXON,
968,POACEAE,Festuca heterophylla subsp. braun-blanquetii,NO_EXACT_TAXON_MATCH,
971,POACEAE,Festuca marginata subsp. andres-molinae,NO_API_TAXON,
972,POACEAE,Festuca marginata subsp. gallica,NO_API_TAXON,
973,POACEAE,Festuca ovina var. glauca,NO_EXACT_TAXON_MATCH,
974,POACEAE,Festuca paniculata subsp. longiglumis,NO_API_TAXON,
975,POACEAE,Festuca paniculata subsp. spadicea,NO_API_TAXON,
976,POACEAE,Festuca pratensis,NO_API_TAXON,
978,POACEAE,Festuca rivas-martinezii subsp. rectifolia,NO_EXACT_TAXON_MATCH,
980,POACEAE,Festuca rubra subsp. rubra,NO_EXACT_TAXON_MATCH,
981,POACEAE,Festuca sp.,UNPARSABLE_NAME,
983,ASTERACEAE,Filaginella uliginosa,NO_API_TAXON,
984,ASTERACEAE,Filago carpetana,NO_API_TAXON,
985,ASTERACEAE,Filago congesta,NO_API_TAXON,
986,ASTERACEAE,Filago lutescens,NO_API_TAXON,
999,LILIACEAE,Fritillaria nervosa subsp. nervosa,NO_API_TAXON,
1001,CISTACEAE,Fumana ericifolia,NO_API_TAXON,
1002,CISTACEAE,Fumana ericoides,NO_API_TAXON,
1005,PAPAVERACEAE,Fumaria agraria,NO_API_TAXON,
1008,PAPAVERACEAE,Fumaria muralis,NO_API_TAXON,
1010,PAPAVERACEAE,Fumaria officinalis subsp. wirtgenii,NO_EXACT_TAXON_MATCH,
1012,PAPAVERACEAE,Fumaria petteri subsp. calcarata,NO_EXACT_TAXON_MATCH,
1013,PAPAVERACEAE,Fumaria reuteri,NO_API_TAXON,
1015,LILIACEAE,Gagea arvensis,NO_API_TAXON,
1020,LILIACEAE,Gagea liotardii,NO_API_TAXON,
1027,ASTERACEAE,Galactites tomentosa,NO_API_TAXON,
1029,ASTERACEAE,Galatella aragonensis,NO_API_TAXON,
1031,ASTERACEAE,Galatella sedifolia,NO_API_TAXON,
1033,LAMIACEAE,Galeopsis angustifolia,NO_API_TAXON,
1034,LAMIACEAE,Galeopsis angustifolia subsp. carpetana,NO_API_TAXON,
1036,LAMIACEAE,Galeopsis ladanum subsp. angustifolia,NO_EXACT_TAXON_MATCH,
1037,LAMIACEAE,Galeopsis ladanum subsp. carpetana,NO_EXACT_TAXON_MATCH,
1039,RUBIACEAE,Galium album subsp. album,NO_EXACT_TAXON_MATCH,
1041,RUBIACEAE,Galium aparine subsp. spurium,NO_EXACT_TAXON_MATCH,
1043,RUBIACEAE,Galium corrudifolium,NO_API_TAXON,
1046,RUBIACEAE,Galium estebanii,NO_API_TAXON,
1047,RUBIACEAE,Galium fruticescens,NO_API_TAXON,
1048,RUBIACEAE,Galium idubedae,NO_API_TAXON,
1049,RUBIACEAE,Galium lucidum,NO_API_TAXON,
1050,RUBIACEAE,Galium lucidum subsp. fruticescens,NO_API_TAXON,
1051,RUBIACEAE,Galium minutulum,NO_API_TAXON,
1052,RUBIACEAE,Galium mollugo,NO_API_TAXON,
1056,RUBIACEAE,Galium papillosum,NO_API_TAXON,
1058,RUBIACEAE,Galium parisiense subsp. divaricatum,NO_EXACT_TAXON_MATCH,
1059,RUBIACEAE,Galium pinetorum,NO_API_TAXON,
1061,RUBIACEAE,Galium saxatile,NO_API_TAXON,
1068,RUBIACEAE,Galium verum subsp. verum,NO_EXACT_TAXON_MATCH,
1071,FABACEAE,Genista anglica,NO_API_TAXON,
1072,FABACEAE,Genista cinerea subsp. ausetana,NO_API_TAXON,
1073,FABACEAE,Genista cinerea subsp. cinerea,NO_API_TAXON,
1074,FABACEAE,Genista florida,NO_API_TAXON,
1075,FABACEAE,Genista hispanica subsp. occidentalis,NO_EXACT_TAXON_MATCH,
1077,FABACEAE,Genista multicaulis,NO_API_TAXON,
1079,FABACEAE,Genista pilosa,NO_API_TAXON,
1081,FABACEAE,Genista scorpius,NO_API_TAXON,
1083,GENTIANACEAE,Gentiana angustifolia subsp. corbariensis,NO_API_TAXON,
1086,GENTIANACEAE,Gentiana lutea subsp. lutea,NO_EXACT_TAXON_MATCH,
1087,GENTIANACEAE,Gentiana occidentalis,NO_API_TAXON,
1089,GENTIANACEAE,Gentiana verna subsp. verna,NO_EXACT_TAXON_MATCH,
1094,GERANIACEAE,Geranium phaeum,NO_API_TAXON,
1097,GERANIACEAE,Geranium pyrenaicum subsp. lusitanicum,NO_EXACT_TAXON_MATCH,
1102,ROSACEAE,Geum hispidum,NO_API_TAXON,
1105,ROSACEAE,Geum sylvaticum,NO_API_TAXON,
1107,IRIDACEAE,Gladiolus communis,NO_API_TAXON,
1109,BORAGINACEAE,Glandora prostrata,NO_API_TAXON,
1115,PLANTAGINACEAE,Globularia nudicaulis,NO_API_TAXON,
1116,PLANTAGINACEAE,Globularia vulgaris,NO_API_TAXON,
1121,ASTERACEAE,Gnaphalium luteo-album,NO_API_TAXON,
1124,ORCHIDACEAE,Gymnadenia densiflora,NO_API_TAXON,
1126,CARYOPHYLLACEAE,Gypsophila struthium subsp. hispanica,NO_API_TAXON,
1127,POACEAE,Hainardia cylindrica,NO_API_TAXON,
1128,CISTACEAE,Halimium umbellatum,NO_API_TAXON,
1129,CISTACEAE,Halimium umbellatum subsp. viscosum,NO_API_TAXON,
1130,RUTACEAE,Haplophyllum linifolium,NO_API_TAXON,
1132,ARALIACEAE,Hedera helix subsp. helix,NO_EXACT_TAXON_MATCH,
1133,ARALIACEAE,Hedera hibernica,NO_API_TAXON,
1136,FABACEAE,Hedysarum boveanum subsp. europaeum,NO_API_TAXON,
1137,FABACEAE,Hedysarum confertum,NO_API_TAXON,
1138,FABACEAE,Hedysarum spinosissimum,NO_API_TAXON,
1141,CISTACEAE,Helianthemum apenninum subsp. stoechadifolium,NO_EXACT_TAXON_MATCH,
1142,CISTACEAE,Helianthemum cinereum subsp. rotundifolium,NO_API_TAXON,
1143,CISTACEAE,Helianthemum hirtum,NO_API_TAXON,
1146,CISTACEAE,Helianthemum oelandicum subsp. incanum,NO_EXACT_TAXON_MATCH,
1148,CISTACEAE,Helianthemum squamatum,NO_API_TAXON,
1151,ASTERACEAE,Helichrysum serotinum,NO_API_TAXON,
1153,POACEAE,Helictochloa bromoides,NO_API_TAXON,
1154,POACEAE,Helictochloa marginata,NO_API_TAXON,
1155,POACEAE,Helictochloa pratensis subsp. iberica,NO_API_TAXON,
1156,POACEAE,Helictotrichon cantabricum,NO_API_TAXON,
1159,RANUNCULACEAE,Helleborus viridis subsp. occidentalis,NO_API_TAXON,
1164,CARYOPHYLLACEAE,Herniaria cinerea,NO_API_TAXON,
1165,CARYOPHYLLACEAE,Herniaria fruticosa,NO_API_TAXON,
1166,CARYOPHYLLACEAE,Herniaria fruticosa var. fruticosa,NO_API_TAXON,
1168,CARYOPHYLLACEAE,Herniaria glabra var. glabra,NO_EXACT_TAXON_MATCH,
1170,CARYOPHYLLACEAE,Herniaria hirsuta subsp. hirsuta,NO_EXACT_TAXON_MATCH,
1172,CARYOPHYLLACEAE,Herniaria scabrida,NO_API_TAXON,
1173,CARYOPHYLLACEAE,Herniaria scabrida var. scabrida,NO_API_TAXON,
1176,ASTERACEAE,Hieracium aragonense,NO_API_TAXON,
1177,ASTERACEAE,Hieracium argillaceum,NO_API_TAXON,
1178,ASTERACEAE,Hieracium arnedianum,NO_API_TAXON,
1179,ASTERACEAE,Hieracium bifurcum,NO_API_TAXON,
1180,ASTERACEAE,Hieracium bombycinum,NO_API_TAXON,
1181,ASTERACEAE,Hieracium bourgaei,NO_API_TAXON,
1182,ASTERACEAE,Hieracium castellanum,NO_API_TAXON,
1183,ASTERACEAE,Hieracium compositum,NO_API_TAXON,
1184,ASTERACEAE,Hieracium diaphanoides,NO_API_TAXON,
1185,ASTERACEAE,Hieracium elisaeanum,NO_API_TAXON,
1186,ASTERACEAE,Hieracium flagellare,NO_API_TAXON,
1187,ASTERACEAE,Hieracium glaucinum,NO_API_TAXON,
1188,ASTERACEAE,Hieracium hirsutum,NO_API_TAXON,
1189,ASTERACEAE,Hieracium hypochoeroides,NO_API_TAXON,
1190,ASTERACEAE,Hieracium jurassicum,NO_API_TAXON,
1191,ASTERACEAE,Hieracium lachenalii,NO_API_TAXON,
1193,ASTERACEAE,Hieracium latemixtum,NO_API_TAXON,
1194,ASTERACEAE,Hieracium maculatum,NO_API_TAXON,
1195,ASTERACEAE,Hieracium mixtum,NO_API_TAXON,
1196,ASTERACEAE,Hieracium montserratii,NO_API_TAXON,
1198,ASTERACEAE,Hieracium niveum,NO_API_TAXON,
1199,ASTERACEAE,Hieracium nobile,NO_API_TAXON,
1200,ASTERACEAE,Hieracium pilosella,NO_API_TAXON,
1201,ASTERACEAE,Hieracium planchonianum,NO_API_TAXON,
1202,ASTERACEAE,Hieracium praecox,NO_API_TAXON,
1203,ASTERACEAE,Hieracium pulmorioides,NO_API_TAXON,
1204,ASTERACEAE,Hieracium ramondii,NO_API_TAXON,
1205,ASTERACEAE,Hieracium recensitum,NO_API_TAXON,
1206,ASTERACEAE,Hieracium rioxanum,NO_API_TAXON,
1207,ASTERACEAE,Hieracium sabaudum,NO_API_TAXON,
1208,ASTERACEAE,Hieracium saxifragum,NO_API_TAXON,
1210,ASTERACEAE,Hieracium spathulatum,NO_API_TAXON,
1211,ASTERACEAE,Hieracium umbrosum,NO_API_TAXON,
1212,ASTERACEAE,Hieracium urbionicum,NO_API_TAXON,
1213,ASTERACEAE,Hieracium vahlii,NO_API_TAXON,
1214,ASTERACEAE,Hieracium valentinum,NO_API_TAXON,
1215,ASTERACEAE,Hieracium viride,NO_API_TAXON,
1216,ASTERACEAE,Hieracium vogesiacum,NO_API_TAXON,
1217,ASTERACEAE,Hieracium willkommii,NO_API_TAXON,
1221,FABACEAE,Hippocrepis commutata,NO_API_TAXON,
1223,FABACEAE,Hippocrepis scabra,NO_API_TAXON,
1227,POACEAE,Holcus mollis,NO_API_TAXON,
1229,POACEAE,Hordelymus europaeus,NO_API_TAXON,
1230,POACEAE,Hordeum glaucum,NO_API_TAXON,
1231,POACEAE,Hordeum hystrix,NO_API_TAXON,
1234,POACEAE,Hordeum murinum subsp. leporinum,NO_EXACT_TAXON_MATCH,
1236,BRASSICACEAE,Hormathophylla lapeyrousiana,NO_API_TAXON,
1237,BRASSICACEAE,Hormathophylla spinosa,NO_API_TAXON,
1238,BRASSICACEAE,Hornungia alpina,NO_API_TAXON,
1243,LYCOPODIACEAE,Huperzia selago subsp. selago,NO_EXACT_TAXON_MATCH,
1245,ASPARAGACEAE,Hyacinthoides non-scripta,NO_API_TAXON,
1247,CRASSULACEAE,Hylotelephium telephium,NO_API_TAXON,
1248,SOLANACEAE,Hyosciamus albus,NO_API_TAXON,
1254,HYPERICACEAE,Hypericum androsaemum,NO_API_TAXON,
1255,HYPERICACEAE,Hypericum caprifolium,NO_API_TAXON,
1257,HYPERICACEAE,Hypericum humifusum,NO_API_TAXON,
1258,HYPERICACEAE,Hypericum hyssopifolium,NO_API_TAXON,
1259,HYPERICACEAE,Hypericum linariifolium,NO_API_TAXON,
1261,HYPERICACEAE,Hypericum nummularium,NO_API_TAXON,
1263,HYPERICACEAE,Hypericum perforatum subsp. angustifolium,NO_EXACT_TAXON_MATCH,
1264,HYPERICACEAE,Hypericum pulchrum,NO_API_TAXON,
1267,HYPERICACEAE,Hypericum undulatum,NO_API_TAXON,
1271,ASTERACEAE,Hypochoeris glabra,NO_API_TAXON,
1272,ASTERACEAE,Hypochoeris radicata,NO_API_TAXON,
1273,BRASSICACEAE,Iberis amara,NO_API_TAXON,
1275,BRASSICACEAE,Iberis carnosa subsp. carnosa,NO_EXACT_TAXON_MATCH,
1279,BALSAMINACEAE,Impatiens balfourii,NO_API_TAXON,
1280,ASTERACEAE,Inula conyza,NO_API_TAXON,
1281,ASTERACEAE,Inula crithmoides,NO_API_TAXON,
1282,ASTERACEAE,Inula helenioides,NO_API_TAXON,
1283,ASTERACEAE,Inula helvetica,NO_API_TAXON,
1284,ASTERACEAE,Inula langeana,NO_API_TAXON,
1285,ASTERACEAE,Inula montana,NO_API_TAXON,
1286,ASTERACEAE,Inula salicina,NO_API_TAXON,
1287,IRIDACEAE,Iris foetidissima,NO_API_TAXON,
1288,IRIDACEAE,Iris germanica,NO_API_TAXON,
1291,ISOETACEAE,Isoetes echinosporum,NO_API_TAXON,
1295,ASTERACEAE,Jacobaea auricula,NO_API_TAXON,
1299,CAMPANULACEAE,Jasione crispa subsp. centralis,NO_EXACT_TAXON_MATCH,
1301,CAMPANULACEAE,Jasione laevis,NO_API_TAXON,
1302,CAMPANULACEAE,Jasione laevis subsp. carpetana,NO_API_TAXON,
1303,CAMPANULACEAE,Jasione laevis subsp. laevis,NO_API_TAXON,
1305,CAMPANULACEAE,Jasione sessilifolia,NO_API_TAXON,
1306,OLEACEAE,Jasminum fruticans,NO_API_TAXON,
1307,OLEACEAE,Jasminum officinale,NO_API_TAXON,
1308,ASTERACEAE,Jasonia glutinosa,NO_API_TAXON,
1309,ASTERACEAE,Jasonia tuberosa,NO_API_TAXON,
1310,BRASSICACEAE,Jonopsidium savianum,NO_API_TAXON,
1320,JUNCACEAE,Juncus conglomeratus var. laxus,NO_EXACT_TAXON_MATCH,
1322,JUNCACEAE,Juncus effusus var. effusus,NO_EXACT_TAXON_MATCH,
1325,JUNCACEAE,Juncus gerardii,NO_API_TAXON,
1328,JUNCACEAE,Juncus inflexus var. inflexus,NO_EXACT_TAXON_MATCH,
1336,JUNCACEAE,Juncus tenageia subsp. tenageia,NO_EXACT_TAXON_MATCH,
1338,CUPRESSACEAE,Juniperus communis subsp. hemisphaerica,NO_EXACT_TAXON_MATCH,
1339,CUPRESSACEAE,Juniperus communis subsp. nana,NO_EXACT_TAXON_MATCH,
1341,CUPRESSACEAE,Juniperus oxycedrus subsp. badia,NO_EXACT_TAXON_MATCH,
1344,ASTERACEAE,Jurinea humilis,NO_API_TAXON,
1345,PLANTAGINACEAE,Kicksia elatine,NO_API_TAXON,
1347,PLANTAGINACEAE,Kickxia spuria subsp. integrifolia,NO_EXACT_TAXON_MATCH,
1348,ASTERACEAE,Klasea flavescens subsp. leucantha,NO_API_TAXON,
1349,ASTERACEAE,Klasea nudicaulis,NO_API_TAXON,
1350,ASTERACEAE,Klasea pinnatifida,NO_API_TAXON,
1352,CAPRIFOLIACEAE,Knautia arvernensis,NO_API_TAXON,
1353,CAPRIFOLIACEAE,Knautia collina,NO_API_TAXON,
1354,CAPRIFOLIACEAE,Knautia legionensis,NO_API_TAXON,
1355,CAPRIFOLIACEAE,Knautia nevadensis,NO_API_TAXON,
1356,CAPRIFOLIACEAE,Knautia numantina,NO_API_TAXON,
1357,CAPRIFOLIACEAE,Knautia purpurea,NO_API_TAXON,
1358,CAPRIFOLIACEAE,Knautia subscaposa,NO_API_TAXON,
1361,POACEAE,Koeleria vallesiana,NO_API_TAXON,
1369,ASTERACEAE,Lactuca viminea subsp. chondrilliflora,NO_EXACT_TAXON_MATCH,
1370,ASTERACEAE,Lactuca viminea subsp. ramosissima,NO_EXACT_TAXON_MATCH,
1374,LAMIACEAE,Lamium galeobdolon subsp. montanum,NO_EXACT_TAXON_MATCH,
1380,ASTERACEAE,Lapsana communis subsp. communis,NO_EXACT_TAXON_MATCH,
1382,PINACEAE,Larix x eurolepis,UNPARSABLE_NAME,
1383,APIACEAE,Laserpitium eliasii,NO_API_TAXON,
1384,APIACEAE,Laserpitium gallicum,NO_API_TAXON,
1385,APIACEAE,Laserpitium latifolium,NO_API_TAXON,
1386,APIACEAE,Laserpitium siler,NO_API_TAXON,
1387,DRYOPTERIDACEAE,Lastrea limbosperma,NO_API_TAXON,
1388,OROBANCHACEAE,Lathraea clandestina,NO_API_TAXON,
1395,FABACEAE,Lathyrus laevigatus subsp. occidentalis,NO_API_TAXON,
1399,FABACEAE,Lathyrus niger subsp. niger,NO_EXACT_TAXON_MATCH,
1400,FABACEAE,Lathyrus nudicaulis,NO_API_TAXON,
1401,FABACEAE,Lathyrus occidentalis,NO_API_TAXON,
1402,FABACEAE,Lathyrus pannonicus subsp. longestipulatus,NO_EXACT_TAXON_MATCH,
1408,ASTERACEAE,Launaea pumila,NO_API_TAXON,
1409,ASTERACEAE,Launaea resedifolia,NO_API_TAXON,
1412,CAMPANULACEAE,Legousia castellana,NO_API_TAXON,
1417,ASTERACEAE,Leontodon autumnalis,NO_API_TAXON,
1418,ASTERACEAE,Leontodon carolipaui,NO_API_TAXON,
1420,ASTERACEAE,Leontodon taraxacoides,NO_API_TAXON,
1429,ASTERACEAE,Leucanthemopsis alpina,NO_API_TAXON,
1430,ASTERACEAE,Leucanthemopsis alpina subsp. cuneata,NO_API_TAXON,
1431,ASTERACEAE,Leucanthemopsis pallida,NO_API_TAXON,
1432,ASTERACEAE,Leucanthemopsis pulverulenta,NO_API_TAXON,
1433,ASTERACEAE,Leucanthemum cantabricum,NO_API_TAXON,
1434,ASTERACEAE,Leucanthemum gaudinii,NO_API_TAXON,
1435,ASTERACEAE,Leucanthemum ircutianum,NO_API_TAXON,
1436,ASTERACEAE,Leucanthemum pallens,NO_API_TAXON,
1437,ASTERACEAE,Leucanthemum vulgare subsp. eliasii,NO_EXACT_TAXON_MATCH,
1438,ASTERACEAE,Leucanthemum vulgare subsp. pujulae,NO_EXACT_TAXON_MATCH,
1442,IRIDACEAE,Limniris pseudacorus,NO_API_TAXON,
1445,PLUMBAGINACEAE,Limonium hibericum,NO_API_TAXON,
1446,PLUMBAGINACEAE,Limonium paui,NO_API_TAXON,
1447,PLUMBAGINACEAE,Limonium ruizii,NO_API_TAXON,
1448,PLANTAGINACEAE,Linaria aeruginea,NO_API_TAXON,
1450,PLANTAGINACEAE,Linaria alpina var. aciculifolia,NO_EXACT_TAXON_MATCH,
1451,PLANTAGINACEAE,Linaria arvensis,NO_API_TAXON,
1452,PLANTAGINACEAE,Linaria badalii,NO_API_TAXON,
1453,PLANTAGINACEAE,Linaria caesia,NO_API_TAXON,
1454,PLANTAGINACEAE,Linaria elegans,NO_API_TAXON,
1455,PLANTAGINACEAE,Linaria glauca,NO_API_TAXON,
1457,PLANTAGINACEAE,Linaria oblongifolia subsp. aragonensis,NO_API_TAXON,
1458,PLANTAGINACEAE,Linaria propinqua,NO_API_TAXON,
1459,PLANTAGINACEAE,Linaria proxima,NO_API_TAXON,
1460,PLANTAGINACEAE,Linaria repens,NO_API_TAXON,
1461,PLANTAGINACEAE,Linaria saxatilis,NO_API_TAXON,
1463,PLANTAGINACEAE,Linaria spartea,NO_API_TAXON,
1464,PLANTAGINACEAE,Linaria supina,NO_API_TAXON,
1465,PLUMBAGINACEAE,Linomium paui,NO_API_TAXON,
1466,LINACEAE,Linum appressum subsp. commutatum,NO_API_TAXON,
1467,LINACEAE,Linum appressum subsp. permixtum,NO_API_TAXON,
1471,LINACEAE,Linum narbonense,NO_API_TAXON,
1472,LINACEAE,Linum narbonense subsp. barrasii,NO_API_TAXON,
1474,LINACEAE,Linum suffruticosum subsp. diferens,NO_API_TAXON,
1477,LINACEAE,Linum viscosum,NO_API_TAXON,
1478,BORAGINACEAE,Lithodora fruticosa,NO_API_TAXON,
1480,BORAGINACEAE,Lithospermum incrassatum,NO_API_TAXON,
1484,ASTERACEAE,Logfia arvensis,NO_API_TAXON,
1490,POACEAE,Lolium rigidum subsp. rigidum,NO_EXACT_TAXON_MATCH,
1491,CAPRIFOLIACEAE,Lomelosia stellata,NO_API_TAXON,
1496,CAPRIFOLIACEAE,Lonicera periclymenum subsp. hispanica,NO_EXACT_TAXON_MATCH,
1500,FABACEAE,Lotus corniculatus subsp. alpinus,NO_EXACT_TAXON_MATCH,
1501,FABACEAE,Lotus corniculatus subsp. carpetanus,NO_EXACT_TAXON_MATCH,
1502,FABACEAE,Lotus glaber,NO_API_TAXON,
1506,FABACEAE,Lotus preslii,NO_API_TAXON,
1507,BRASSICACEAE,Lunaria annua subsp. annua,NO_EXACT_TAXON_MATCH,
1511,JUNCACEAE,Luzula congesta,NO_API_TAXON,
1513,JUNCACEAE,Luzula hispanica,NO_API_TAXON,
1516,JUNCACEAE,Luzula nutans,NO_API_TAXON,
1517,JUNCACEAE,Luzula pediformis,NO_API_TAXON,
1524,BORAGINACEAE,Lycopsis arvensis,NO_API_TAXON,
1525,BORAGINACEAE,Lycopsis orientalis,NO_API_TAXON,
1531,PRIMULACEAE,Lysimachia monelli,NO_API_TAXON,
1532,PRIMULACEAE,Lysimachia nemorum,NO_API_TAXON,
1533,PRIMULACEAE,Lysimachia nemorun,NO_API_TAXON,
1540,SCROPHULARIACEAE,Macrosyrhingion longiflorum,NO_API_TAXON,
1541,BRASSICACEAE,Malcolmia africana,NO_API_TAXON,
1542,BRASSICACEAE,Malcolmia ramosissima,NO_API_TAXON,
1552,MALVACEAE,Malva tournefortiana,NO_API_TAXON,
1553,MALVACEAE,Malva trifida,NO_API_TAXON,
1554,ASTERACEAE,Mantisalca duriaei,NO_API_TAXON,
1557,LAMIACEAE,Marrubium supinum,NO_API_TAXON,
1562,PAPAVERACEAE,Meconopsis cambrica,NO_API_TAXON,
1576,OROBANCHACEAE,Melampyrum cristatum,NO_API_TAXON,
1577,OROBANCHACEAE,Melampyrum pratense subsp. latifolium,NO_EXACT_TAXON_MATCH,
1579,POACEAE,Melica ciliata subsp. ciliata,NO_EXACT_TAXON_MATCH,
1580,POACEAE,Melica ciliata subsp. magnolii,NO_EXACT_TAXON_MATCH,
1584,FABACEAE,Melilotus altissima,NO_API_TAXON,
1589,FABACEAE,Melilotus spicatus,NO_API_TAXON,
1598,LAMIACEAE,Mentha x dumetorum,UNPARSABLE_NAME,
1600,EUPHORBIACEAE,Mercurialis ambigua,NO_API_TAXON,
1602,EUPHORBIACEAE,Mercurialis huetii,NO_API_TAXON,
1604,EUPHORBIACEAE,Mercurialis tomentosa,NO_API_TAXON,
1605,COLCHICACEAE,Merendera montana,NO_API_TAXON,
1606,COLCHICACEAE,Merendera pyrenaica,NO_API_TAXON,
1607,APIACEAE,Meum athamanticum,NO_API_TAXON,
1611,CARYOPHYLLACEAE,Minuartia campestris,NO_API_TAXON,
1612,CARYOPHYLLACEAE,Minuartia cymifera,NO_API_TAXON,
1613,CARYOPHYLLACEAE,Minuartia dichotoma,NO_API_TAXON,
1614,CARYOPHYLLACEAE,Minuartia funkii,NO_API_TAXON,
1617,CARYOPHYLLACEAE,Minuartia hybrida subsp. hybrida,NO_EXACT_TAXON_MATCH,
1618,CARYOPHYLLACEAE,Minuartia hybrida subsp. vaillantiana,NO_EXACT_TAXON_MATCH,
1620,CARYOPHYLLACEAE,Minuartia rubra,NO_API_TAXON,
1621,CARYOPHYLLACEAE,Minuartia verna,NO_API_TAXON,
1626,CARYOPHYLLACEAE,Moenchia erecta subsp. erecta,NO_EXACT_TAXON_MATCH,
1630,POACEAE,Molinia caerulea subsp. arundinacea,NO_EXACT_TAXON_MATCH,
1633,PORTULACACEAE,Montia fontana subsp. chondrosperma,NO_EXACT_TAXON_MATCH,
1635,BRASSICACEAE,Moricandia moricandioides,NO_API_TAXON,
1644,BORAGINACEAE,Myosotis decumbens subsp. teresiana,NO_EXACT_TAXON_MATCH,
1646,BORAGINACEAE,Myosotis discolor subsp. discolor,NO_EXACT_TAXON_MATCH,
1647,BORAGINACEAE,Myosotis laxa subsp. caespitosa,NO_EXACT_TAXON_MATCH,
1650,BORAGINACEAE,Myosotis ramosissima subsp. globularis,NO_EXACT_TAXON_MATCH,
1651,BORAGINACEAE,Myosotis ramosissima subsp. gracillima,NO_EXACT_TAXON_MATCH,
