universe_index,family,taxon,iucn_problem_state,phase1_resolution,phase2_state,suggested_taxon,supporting_source_count,parent_taxon,parent_sources,powo_normalized_hits,wfo_normalized_hits,anthos_normalized_hits,top_candidates_json,automatic_correction,automatic_deletion,checked_at
1983,SALICACEAE,Populus x canadensis,UNPARSABLE_NAME,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Populus canadensis,2,,,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Populus canadensis"",""score"":0.97632,""taxonomic_status"":""Artificial Hybrid"",""accepted_id"":""2921452"",""accepted_name_resolved"":""Populus canadensis"",""taxon_id"":""2921452""},{""source"":""WFO"",""candidate"":""Populus canadensis"",""score"":0.97632,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000928240"",""accepted_name_resolved"":""Populus deltoides subsp. monilifera"",""taxon_id"":""wfo-0000928184""},{""source"":""POWO_WCVP"",""candidate"":""Populus canadensis f. aurea"",""score"":0.90217,""taxonomic_status"":""Illegitimate"",""accepted_id"":""2921452"",""accepted_name_resolved"":""Populus canadensis"",""taxon_id"":""2920796""},{""source"":""WFO"",""candidate"":""Populus canadensis f. aurea"",""score"":0.90217,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001323623""},{""source"":""POWO_WCVP"",""candidate"":""Populus canadensis f. erecta"",""score"":0.89468,""taxonomic_status"":""Synonym"",""accepted_id"":""2921452"",""accepted_name_resolved"":""Populus canadensis"",""taxon_id"":""2920787""},{""source"":""WFO"",""candidate"":""Populus canadensis f. erecta"",""score"":0.89468,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001323597""},{""source"":""POWO_WCVP"",""candidate"":""Populus canadensis f. eugenei"",""score"":0.8875,""taxonomic_status"":""Synonym"",""accepted_id"":""2921452"",""accepted_name_resolved"":""Populus canadensis"",""taxon_id"":""2922641""},{""source"":""POWO_WCVP"",""candidate"":""Populus canadensis f. robusta"",""score"":0.8875,""taxonomic_status"":""Synonym"",""accepted_id"":""2921452"",""accepted_name_resolved"":""Populus canadensis"",""taxon_id"":""2922642""},{""source"":""WFO"",""candidate"":""Populus canadensis var. erecta"",""score"":0.88061,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001392095""},{""source"":""WFO"",""candidate"":""Populus canadensis var. gelrica"",""score"":0.874,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001370521""}]",False,False,2026-08-19T17:37:55.238293+00:00
2041,ASTERACEAE,Pulicaria dysenterica subsp. hispanica,NO_EXACT_MATCH,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Pulicaria dysenterica,3,pulicaria dysenterica,powo;wfo;anthos,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Pulicaria dysenterica subsp. dysenterica"",""score"":0.94079,""taxonomic_status"":""Accepted"",""accepted_id"":""3113608"",""accepted_name_resolved"":""Pulicaria dysenterica subsp. dysenterica"",""taxon_id"":""3113608""},{""source"":""WFO"",""candidate"":""Pulicaria dysenterica subsp. dysenterica"",""score"":0.94079,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000084842""},{""source"":""POWO_WCVP"",""candidate"":""Pulicaria dysenterica subsp. uliginosa"",""score"":0.92703,""taxonomic_status"":""Accepted"",""accepted_id"":""3239308"",""accepted_name_resolved"":""Pulicaria dysenterica subsp. uliginosa"",""taxon_id"":""3239308""},{""source"":""WFO"",""candidate"":""Pulicaria dysenterica subsp. uliginosa"",""score"":0.92703,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000102337""},{""source"":""POWO_WCVP"",""candidate"":""Pulicaria dysenterica subsp. dentata"",""score"":0.925,""taxonomic_status"":""Synonym"",""accepted_id"":""3239308"",""accepted_name_resolved"":""Pulicaria dysenterica subsp. uliginosa"",""taxon_id"":""3239309""},{""source"":""WFO"",""candidate"":""Pulicaria dysenterica var. dysenterica"",""score"":0.87838,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000012754"",""accepted_name_resolved"":""Pulicaria dysenterica"",""taxon_id"":""wfo-0000047773""},{""source"":""ANTHOS"",""candidate"":""Pulicaria dysenterica"",""score"":0.87586,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:33018""},{""source"":""POWO_WCVP"",""candidate"":""Pulicaria dysenterica"",""score"":0.87586,""taxonomic_status"":""Accepted"",""accepted_id"":""3113594"",""accepted_name_resolved"":""Pulicaria dysenterica"",""taxon_id"":""3113594""},{""source"":""WFO"",""candidate"":""Pulicaria dysenterica"",""score"":0.87586,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000012754""},{""source"":""POWO_WCVP"",""candidate"":""Pulicaria dysenterica var. ramosissima"",""score"":0.86622,""taxonomic_status"":""Synonym"",""accepted_id"":""3113608"",""accepted_name_resolved"":""Pulicaria dysenterica subsp. dysenterica"",""taxon_id"":""3252214""},{""source"":""WFO"",""candidate"":""Pulicaria dysenterica var. stenophylla"",""score"":0.86622,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000122020"",""accepted_name_resolved"":""Pulicaria arabica"",""taxon_id"":""wfo-0000033618""}]",False,False,2026-08-19T17:37:55.238414+00:00
2061,RANUNCULACEAE,Ranunculus aconitifoius,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Ranunculus aconitifolius,3,ranunculus aconitifoius,,,,,"[{""source"":""ANTHOS"",""candidate"":""Ranunculus aconitifolius"",""score"":0.96843,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:22174""},{""source"":""POWO_WCVP"",""candidate"":""Ranunculus aconitifolius"",""score"":0.96843,""taxonomic_status"":""Accepted"",""accepted_id"":""2524463"",""accepted_name_resolved"":""Ranunculus aconitifolius"",""taxon_id"":""2524463""},{""source"":""WFO"",""candidate"":""Ranunculus aconitifolius"",""score"":0.96843,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000461398""},{""source"":""POWO_WCVP"",""candidate"":""Ranunculus aconitifolius f. incisus"",""score"":0.89116,""taxonomic_status"":""Synonym"",""accepted_id"":""2524463"",""accepted_name_resolved"":""Ranunculus aconitifolius"",""taxon_id"":""2928540""},{""source"":""POWO_WCVP"",""candidate"":""Ranunculus aconitifolius var. nanus"",""score"":0.89116,""taxonomic_status"":""Synonym"",""accepted_id"":""2524463"",""accepted_name_resolved"":""Ranunculus aconitifolius"",""taxon_id"":""2926424""},{""source"":""POWO_WCVP"",""candidate"":""Ranunculus aconitifolius var. medius"",""score"":0.8849,""taxonomic_status"":""Synonym"",""accepted_id"":""2524463"",""accepted_name_resolved"":""Ranunculus aconitifolius"",""taxon_id"":""2930723""},{""source"":""POWO_WCVP"",""candidate"":""Ranunculus aconitifolius f. integrior"",""score"":0.87885,""taxonomic_status"":""Synonym"",""accepted_id"":""2524463"",""accepted_name_resolved"":""Ranunculus aconitifolius"",""taxon_id"":""2928539""},{""source"":""WFO"",""candidate"":""Ranunculus aconitifolius var. platanifolius"",""score"":0.84646,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000463576"",""accepted_name_resolved"":""Ranunculus platanifolius"",""taxon_id"":""wfo-0001129928""},{""source"":""WFO"",""candidate"":""Ranunculus aconitifolius subsp. platanifolius"",""score"":0.83696,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000463576"",""accepted_name_resolved"":""Ranunculus platanifolius"",""taxon_id"":""wfo-0001129927""},{""source"":""WFO"",""candidate"":""Ranunculus aconitoides"",""score"":0.83043,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000461394""}]",False,False,2026-08-19T17:37:55.238524+00:00
2088,RANUNCULACEAE,Ranunculus peltatus var. peltatus,NO_EXACT_MATCH,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Ranunculus peltatus subsp. peltatus,2,ranunculus peltatus,powo;wfo;anthos,,,,"[{""source"":""ANTHOS"",""candidate"":""Ranunculus peltatus subsp. peltatus"",""score"":0.94545,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:1124367""},{""source"":""WFO"",""candidate"":""Ranunculus peltatus subsp. peltatus"",""score"":0.94545,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-1200108503""},{""source"":""POWO_WCVP"",""candidate"":""Ranunculus peltatus var. rhiphaeus"",""score"":0.93769,""taxonomic_status"":""Synonym"",""accepted_id"":""2526777"",""accepted_name_resolved"":"""",""taxon_id"":""2930896""},{""source"":""POWO_WCVP"",""candidate"":""Ranunculus peltatus var. heterophyllus"",""score"":0.91522,""taxonomic_status"":""Synonym"",""accepted_id"":""2524163"",""accepted_name_resolved"":""Ranunculus aquatilis"",""taxon_id"":""2526912""},{""source"":""WFO"",""candidate"":""Ranunculus peltatus var. heterophyllus"",""score"":0.91522,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001401698""},{""source"":""POWO_WCVP"",""candidate"":""Ranunculus peltatus var. microcarpus"",""score"":0.91269,""taxonomic_status"":""Synonym"",""accepted_id"":""2525384"",""accepted_name_resolved"":""Ranunculus sphaerospermus"",""taxon_id"":""3004840""},{""source"":""POWO_WCVP"",""candidate"":""Ranunculus peltatus f. dissectus"",""score"":0.90714,""taxonomic_status"":""Synonym"",""accepted_id"":""2524645"",""accepted_name_resolved"":""Ranunculus trichophyllus"",""taxon_id"":""3256980""},{""source"":""POWO_WCVP"",""candidate"":""Ranunculus peltatus var. septentrionalis"",""score"":0.90493,""taxonomic_status"":""Synonym"",""accepted_id"":""2526812"",""accepted_name_resolved"":""Ranunculus schmalhausenii"",""taxon_id"":""2908604""},{""source"":""WFO"",""candidate"":""Ranunculus peltatus subsp. pseudofluitans"",""score"":0.8875,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000735363"",""accepted_name_resolved"":""Ranunculus pseudofluitans"",""taxon_id"":""wfo-0001364793""},{""source"":""ANTHOS"",""candidate"":""Ranunculus peltatus"",""score"":0.88529,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:57642""},{""source"":""WFO"",""candidate"":""Ranunculus peltatus"",""score"":0.88529,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000463389""},{""source"":""WFO"",""candidate"":""Ranunculus peltatus subsp. sphaerospermus"",""score"":0.875,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000462155"",""accepted_name_resolved"":""Ranunculus sphaerospermus"",""taxon_id"":""wfo-0000748204""}]",False,False,2026-08-19T17:37:55.238674+00:00
2115,RHAMNACEAE,Rhamnus alaternus subsp. munyozgarmediae,NO_EXACT_MATCH,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Rhamnus alaternus subsp. munozgarmendiae,2,rhamnus alaternus,powo;wfo;anthos,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Rhamnus alaternus subsp. munozgarmendiae"",""score"":0.98846,""taxonomic_status"":""Accepted"",""accepted_id"":""2998178"",""accepted_name_resolved"":""Rhamnus alaternus subsp. munozgarmendiae"",""taxon_id"":""2998178""},{""source"":""WFO"",""candidate"":""Rhamnus alaternus subsp. munozgarmendiae"",""score"":0.98846,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001362631""},{""source"":""POWO_WCVP"",""candidate"":""Rhamnus alaternus subsp. myrtifolia"",""score"":0.90753,""taxonomic_status"":""Synonym"",""accepted_id"":""2523120"",""accepted_name_resolved"":""Rhamnus myrtifolia"",""taxon_id"":""2931327""},{""source"":""POWO_WCVP"",""candidate"":""Rhamnus alaternus subsp. parvifolia"",""score"":0.89521,""taxonomic_status"":""Synonym"",""accepted_id"":""3260022"",""accepted_name_resolved"":""Rhamnus alaternus subsp. alaternus"",""taxon_id"":""3252561""},{""source"":""POWO_WCVP"",""candidate"":""Rhamnus alaternus subsp. pendula"",""score"":0.88429,""taxonomic_status"":""Accepted"",""accepted_id"":""2525858"",""accepted_name_resolved"":""Rhamnus alaternus subsp. pendula"",""taxon_id"":""2525858""},{""source"":""WFO"",""candidate"":""Rhamnus alaternus subsp. pendula"",""score"":0.88429,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001364801""},{""source"":""POWO_WCVP"",""candidate"":""Rhamnus alaternus subsp. picenensis"",""score"":0.88288,""taxonomic_status"":""Synonym"",""accepted_id"":""3260022"",""accepted_name_resolved"":""Rhamnus alaternus subsp. alaternus"",""taxon_id"":""3013814""},{""source"":""ANTHOS"",""candidate"":""Rhamnus alaternus subsp. alaternus"",""score"":0.8625,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:79873""},{""source"":""WFO"",""candidate"":""Rhamnus alaternus subsp. alaternus"",""score"":0.8625,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-1200108112""},{""source"":""WFO"",""candidate"":""Rhamnus alaternus var. vulgaris"",""score"":0.85,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000462513"",""accepted_name_resolved"":""Rhamnus alaternus"",""taxon_id"":""wfo-0000737673""},{""source"":""WFO"",""candidate"":""Rhamnus alaternus var. balearica"",""score"":0.84571,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000460321"",""accepted_name_resolved"":""Rhamnus ludovici-salvatoris"",""taxon_id"":""wfo-0000737671""},{""source"":""ANTHOS"",""candidate"":""Rhamnus alaternus"",""score"":0.82321,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:26694""}]",False,False,2026-08-19T17:37:55.238805+00:00
2144,ROSACEAE,Rosa blondeana,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Rosa blondaeana,3,rosa blondeana,,,,,"[{""source"":""ANTHOS"",""candidate"":""Rosa blondaeana"",""score"":0.95554,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:23968""},{""source"":""POWO_WCVP"",""candidate"":""Rosa blondaeana"",""score"":0.95554,""taxonomic_status"":""Synonym"",""accepted_id"":""2972026"",""accepted_name_resolved"":""Rosa nitidula"",""taxon_id"":""2965909""},{""source"":""WFO"",""candidate"":""Rosa blondaeana"",""score"":0.95554,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000997291"",""accepted_name_resolved"":""Rosa nitidula"",""taxon_id"":""wfo-0000983905""}]",False,False,2026-08-19T17:37:55.238843+00:00
2166,ROSACEAE,Rubus caesius x R. ulmifolius,NO_EXACT_MATCH,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Rubus caesius var. mollifolius,2,,,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Rubus caesius var. mollifolius"",""score"":0.92895,""taxonomic_status"":""Synonym"",""accepted_id"":""2977789"",""accepted_name_resolved"":"""",""taxon_id"":""2977869""},{""source"":""WFO"",""candidate"":""Rubus caesius var. mollifolius"",""score"":0.92895,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0001017340"",""accepted_name_resolved"":"""",""taxon_id"":""wfo-1200082842""},{""source"":""POWO_WCVP"",""candidate"":""Rubus caesius var. mollis"",""score"":0.91346,""taxonomic_status"":""Synonym"",""accepted_id"":""2977789"",""accepted_name_resolved"":"""",""taxon_id"":""2977871""},{""source"":""WFO"",""candidate"":""Rubus caesius var. mollis"",""score"":0.91346,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0001017340"",""accepted_name_resolved"":"""",""taxon_id"":""wfo-1200082843""},{""source"":""POWO_WCVP"",""candidate"":""Rubus caesius var. parvifolius"",""score"":0.91316,""taxonomic_status"":""Synonym"",""accepted_id"":""2977789"",""accepted_name_resolved"":"""",""taxon_id"":""2977873""},{""source"":""WFO"",""candidate"":""Rubus caesius var. parvifolius"",""score"":0.91316,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0001017340"",""accepted_name_resolved"":"""",""taxon_id"":""wfo-1200082844""},{""source"":""POWO_WCVP"",""candidate"":""Rubus caesius var. tomentosifolius"",""score"":0.9041,""taxonomic_status"":""Synonym"",""accepted_id"":""2977789"",""accepted_name_resolved"":"""",""taxon_id"":""2977911""},{""source"":""WFO"",""candidate"":""Rubus caesius var. tomentosifolius"",""score"":0.9041,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0001017340"",""accepted_name_resolved"":"""",""taxon_id"":""wfo-1200082865""},{""source"":""POWO_WCVP"",""candidate"":""Rubus caesius var. pusilliformis"",""score"":0.90085,""taxonomic_status"":""Synonym"",""accepted_id"":""2977789"",""accepted_name_resolved"":"""",""taxon_id"":""2977884""},{""source"":""WFO"",""candidate"":""Rubus caesius var. pusilliformis"",""score"":0.90085,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0001017340"",""accepted_name_resolved"":"""",""taxon_id"":""wfo-1200088505""},{""source"":""ANTHOS"",""candidate"":""Rubus caesius"",""score"":0.83537,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:23859""}]",False,False,2026-08-19T17:37:55.238958+00:00
2210,SALICACEAE,Salix atrocinerea x S. caprea,NO_EXACT_MATCH,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Salix atrocinerea,2,,,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Salix atrocinerea f. codinae"",""score"":0.91,""taxonomic_status"":""Synonym"",""accepted_id"":""2918632"",""accepted_name_resolved"":""Salix atrocinerea"",""taxon_id"":""3282126""},{""source"":""POWO_WCVP"",""candidate"":""Salix atrocinerea f. typica"",""score"":0.9,""taxonomic_status"":""Invalid"",""accepted_id"":""2918632"",""accepted_name_resolved"":""Salix atrocinerea"",""taxon_id"":""3282138""},{""source"":""POWO_WCVP"",""candidate"":""Salix atrocinerea f. teriana"",""score"":0.89364,""taxonomic_status"":""Synonym"",""accepted_id"":""2918632"",""accepted_name_resolved"":""Salix atrocinerea"",""taxon_id"":""3282136""},{""source"":""POWO_WCVP"",""candidate"":""Salix atrocinerea f. lanceolata"",""score"":0.89138,""taxonomic_status"":""Synonym"",""accepted_id"":""2918632"",""accepted_name_resolved"":""Salix atrocinerea"",""taxon_id"":""3282129""},{""source"":""POWO_WCVP"",""candidate"":""Salix atrocinerea f. selleriana"",""score"":0.89138,""taxonomic_status"":""Synonym"",""accepted_id"":""2918632"",""accepted_name_resolved"":""Salix atrocinerea"",""taxon_id"":""3282132""},{""source"":""ANTHOS"",""candidate"":""Salix atrocinerea"",""score"":0.89,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:1109702""},{""source"":""WFO"",""candidate"":""Salix atrocinerea"",""score"":0.89,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000928979""},{""source"":""WFO"",""candidate"":""Salix atrocinerea subsp. jahandiezii"",""score"":0.85,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001367031""}]",False,False,2026-08-19T17:37:55.239049+00:00
2218,SALICACEAE,Salix salvifolia,NO_API_TAXON,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Salix salviifolia,3,salix salvifolia,,,,,"[{""source"":""ANTHOS"",""candidate"":""Salix salviifolia"",""score"":0.96017,""taxonomic_status"":"""",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""FUND. BIODIVERSIDAD:ANTHOS:1109698""},{""source"":""POWO_WCVP"",""candidate"":""Salix salviifolia"",""score"":0.96017,""taxonomic_status"":""Accepted"",""accepted_id"":""2921620"",""accepted_name_resolved"":""Salix salviifolia"",""taxon_id"":""2921620""},{""source"":""WFO"",""candidate"":""Salix salviifolia"",""score"":0.96017,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000930869""},{""source"":""POWO_WCVP"",""candidate"":""Salix malifolia"",""score"":0.86961,""taxonomic_status"":""Unplaced"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""2920283""},{""source"":""WFO"",""candidate"":""Salix malifolia"",""score"":0.86961,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000929897"",""accepted_name_resolved"":""Salix myrsinifolia"",""taxon_id"":""wfo-0000930132""},{""source"":""POWO_WCVP"",""candidate"":""Salix amplifolia"",""score"":0.83375,""taxonomic_status"":""Synonym"",""accepted_id"":""2918257"",""accepted_name_resolved"":""Salix hookeriana"",""taxon_id"":""2918603""},{""source"":""POWO_WCVP"",""candidate"":""Salix ovalifolia"",""score"":0.83375,""taxonomic_status"":""Accepted"",""accepted_id"":""2920020"",""accepted_name_resolved"":""Salix ovalifolia"",""taxon_id"":""2920020""},{""source"":""POWO_WCVP"",""candidate"":""Salix parvifolia"",""score"":0.83375,""taxonomic_status"":""Illegitimate"",""accepted_id"":""3265671"",""accepted_name_resolved"":""Salix glauca var. glauca"",""taxon_id"":""2919930""},{""source"":""WFO"",""candidate"":""Salix amplifolia"",""score"":0.83375,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000928813"",""accepted_name_resolved"":""Salix hookeriana"",""taxon_id"":""wfo-0000928954""},{""source"":""WFO"",""candidate"":""Salix ovalifolia"",""score"":0.83375,""taxonomic_status"":""Accepted"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000929966""},{""source"":""WFO"",""candidate"":""Salix parvifolia"",""score"":0.83375,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000929928""}]",False,False,2026-08-19T17:37:55.239154+00:00
2221,SALICACEAE,Salix x neotricha,UNPARSABLE_NAME,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Salix neotricha,2,,,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Salix neotricha"",""score"":0.97188,""taxonomic_status"":""Synonym"",""accepted_id"":""3265670"",""accepted_name_resolved"":""Salix fragilis f. fragilis"",""taxon_id"":""2919792""},{""source"":""WFO"",""candidate"":""Salix neotricha"",""score"":0.97188,""taxonomic_status"":""Synonym"",""accepted_id"":""wfo-0000928470"",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000929819""}]",False,False,2026-08-19T17:37:55.239187+00:00
2222,SALICACEAE,Salix x rubens,UNPARSABLE_NAME,NO_RESPONSE_ALL_THREE,STRONG_SPELLING_OR_NOMENCLATURAL_CANDIDATE,Salix rubens,2,,,,,,"[{""source"":""POWO_WCVP"",""candidate"":""Salix rubens"",""score"":0.96538,""taxonomic_status"":""Illegitimate"",""accepted_id"":""2920408"",""accepted_name_resolved"":""Salix silesiaca"",""taxon_id"":""2920374""},{""source"":""WFO"",""candidate"":""Salix rubens"",""score"":0.96538,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0000930216""},{""source"":""POWO_WCVP"",""candidate"":""Salix rubens f. sanguinea"",""score"":0.83421,""taxonomic_status"":""Invalid"",""accepted_id"":""3223560"",""accepted_name_resolved"":""Salix fragilis f. vitellina"",""taxon_id"":""2919615""},{""source"":""POWO_WCVP"",""candidate"":""Salix rubens var. viridis"",""score"":0.83421,""taxonomic_status"":""Synonym"",""accepted_id"":""3265670"",""accepted_name_resolved"":""Salix fragilis f. fragilis"",""taxon_id"":""3253086""},{""source"":""WFO"",""candidate"":""Salix rubens f. sanguinea"",""score"":0.83421,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001326462""},{""source"":""POWO_WCVP"",""candidate"":""Salix rubens f. basfordiana"",""score"":0.82,""taxonomic_status"":""Synonym"",""accepted_id"":""3223560"",""accepted_name_resolved"":""Salix fragilis f. vitellina"",""taxon_id"":""2919781""},{""source"":""POWO_WCVP"",""candidate"":""Salix rubens var. excelsior"",""score"":0.82,""taxonomic_status"":""Synonym"",""accepted_id"":""3265670"",""accepted_name_resolved"":""Salix fragilis f. fragilis"",""taxon_id"":""3253084""},{""source"":""WFO"",""candidate"":""Salix rubens f. basfordiana"",""score"":0.82,""taxonomic_status"":""Unchecked"",""accepted_id"":"""",""accepted_name_resolved"":"""",""taxon_id"":""wfo-0001326524""}]",False,False,2026-08-19T17:37:55.239274+00:00
